MPAA_rating,genre,voice-actor,director,Year,revenue
522877329.2885906,113133505.39247312,105165458.50225225,115145616.99263352,2001,54656124.0
139540245.09535453,113133505.39247312,105165458.50225225,115145616.99263352,1994,94226333.0
139540245.09535453,113133505.39247312,256307551.77591974,67910223.63117987,2004,67910166.0
139540245.09535453,113133505.39247312,256307551.77591974,67910223.63117987,2004,67910166.0
139540245.09535453,113133505.39247312,256307551.77591974,67910223.63117987,2004,67910166.0
139540245.09535453,113133505.39247312,256307551.77591974,67910223.63117987,2004,67910166.0
139540245.09535453,113133505.39247312,256307551.77591974,67910223.63117987,2004,67910166.0
139540245.09535453,113133505.39247312,256307551.77591974,67910223.63117987,2004,67910166.0
139540245.09535453,113133505.39247312,256307551.77591974,67910223.63117987,2004,67910166.0
139540245.09535453,113133505.39247312,256307551.77591974,67910223.63117987,2004,67910166.0
139540245.09535453,113133505.39247312,256307551.77591974,67910223.63117987,2004,67910166.0
139540245.09535453,113133505.39247312,256307551.77591974,67910223.63117987,2004,67910166.0
139540245.09535453,113133505.39247312,256307551.77591974,67910223.63117987,2004,67910166.0
139540245.09535453,113133505.39247312,256307551.77591974,67910223.63117987,2004,67910166.0
139540245.09535453,113133505.39247312,256307551.77591974,67910223.63117987,2004,67910166.0
139540245.09535453,113133505.39247312,256307551.77591974,67910223.63117987,2004,67910166.0
139540245.09535453,113133505.39247312,256307551.77591974,67910223.63117987,2004,67910166.0
139540245.09535453,113133505.39247312,256307551.77591974,67910223.63117987,2004,67910166.0
522877329.2885906,181061623.4879227,105165458.50225225,115145616.99263352,2003,9254344.0
54621782.59210526,275605875.25,105165458.50225225,115145616.99263352,1993,79618610.0
522877329.2885906,275605875.25,513542926.97261256,1235991037.4385614,2055,1236035515.0
522877329.2885906,275605875.25,651256067.6783307,1235991037.4385614,2055,1236035515.0
522877329.2885906,275605875.25,256307551.77591974,1235991037.4385614,2055,1236035515.0
522877329.2885906,275605875.25,1119249078.9969118,1235991037.4385614,2055,1236035515.0
522877329.2885906,275605875.25,256307551.77591974,1235991037.4385614,2055,1236035515.0
522877329.2885906,275605875.25,537339258.2178388,1235991037.4385614,2055,1236035515.0
522877329.2885906,275605875.25,256307551.77591974,1235991037.4385614,2055,1236035515.0
522877329.2885906,275605875.25,1119249078.9969118,1235991037.4385614,2055,1236035515.0
522877329.2885906,275605875.25,1119249078.9969118,1235991037.4385614,2055,1236035515.0
522877329.2885906,275605875.25,256307551.77591974,1235991037.4385614,2055,1236035515.0
522877329.2885906,275605875.25,256307551.77591974,1235991037.4385614,2055,1236035515.0
107816160.86486487,113133505.39247312,105165458.50225225,115145616.99263352,2001,35705805.0
107816160.86486487,113133505.39247312,105165458.50225225,115145616.99263352,1998,288691833.0
107816160.86486487,156173112.33335882,105165458.50225225,115145616.99263352,2014,268013076.0
107816160.86486487,181061623.4879227,105165458.50225225,115145616.99263352,2006,544817142.0
107816160.86486487,156173112.33335882,105165458.50225225,115145616.99263352,2004,101161045.0
107816160.86486487,275605875.25,105165458.50225225,115145616.99263352,2000,95070168.0
107816160.86486487,113133505.39247312,105165458.50225225,115145616.99263352,1997,27117599.0
139540245.09535453,156173112.33335882,105165458.50225225,115145616.99263352,1990,207231621.0
139540245.09535453,113133505.39247312,105165458.50225225,115145616.99263352,1993,116965668.0
522877329.2885906,181061623.4879227,105165458.50225225,115145616.99263352,1990,36107823.0
107816160.86486487,113133505.39247312,105165458.50225225,115145616.99263352,1992,5872667.0
522877329.2885906,181061623.4879227,105165458.50225225,247108326.69767442,1996,190988799.0
522877329.2885906,181061623.4879227,224270360.34031862,247108326.69767442,1996,190988799.0
522877329.2885906,181061623.4879227,256307551.77591974,247108326.69767442,1996,190988799.0
522877329.2885906,181061623.4879227,256307551.77591974,247108326.69767442,1996,190988799.0
522877329.2885906,181061623.4879227,105165458.50225225,247108326.69767442,1996,190988799.0
522877329.2885906,181061623.4879227,256307551.77591974,247108326.69767442,1996,190988799.0
522877329.2885906,181061623.4879227,256307551.77591974,247108326.69767442,1996,190988799.0
522877329.2885906,181061623.4879227,271437307.07537556,247108326.69767442,1996,190988799.0
522877329.2885906,181061623.4879227,256307551.77591974,247108326.69767442,1996,190988799.0
522877329.2885906,181061623.4879227,256307551.77591974,247108326.69767442,1996,190988799.0
522877329.2885906,181061623.4879227,256307551.77591974,247108326.69767442,1996,190988799.0
139540245.09535453,113133505.39247312,105165458.50225225,115145616.99263352,1990,49999822.0
107816160.86486487,156173112.33335882,105165458.50225225,115145616.99263352,2015,180202163.0
139540245.09535453,113133505.39247312,105165458.50225225,115145616.99263352,2006,78667428.0
54621782.59210526,113133505.39247312,105165458.50225225,115145616.99263352,2004,32198655.0
139540245.09535453,275605875.25,105165458.50225225,115145616.99263352,2007,100760721.0
522877329.2885906,1316368010.1617646,256307551.77591974,247108326.69767442,1991,363017667.0
522877329.2885906,1316368010.1617646,256307551.77591974,247108326.69767442,1991,363017667.0
522877329.2885906,1316368010.1617646,256307551.77591974,247108326.69767442,1991,363017667.0
522877329.2885906,1316368010.1617646,256307551.77591974,247108326.69767442,1991,363017667.0
522877329.2885906,1316368010.1617646,256307551.77591974,247108326.69767442,1991,363017667.0
522877329.2885906,1316368010.1617646,256307551.77591974,247108326.69767442,1991,363017667.0
522877329.2885906,1316368010.1617646,256307551.77591974,247108326.69767442,1991,363017667.0
522877329.2885906,1316368010.1617646,256307551.77591974,247108326.69767442,1991,363017667.0
522877329.2885906,1316368010.1617646,256307551.77591974,247108326.69767442,1991,363017667.0
522877329.2885906,1316368010.1617646,224270360.34031862,247108326.69767442,1991,363017667.0
522877329.2885906,1316368010.1617646,268505720.9821706,247108326.69767442,1991,363017667.0
522877329.2885906,1316368010.1617646,256307551.77591974,247108326.69767442,1991,363017667.0
522877329.2885906,1316368010.1617646,256307551.77591974,247108326.69767442,1991,363017667.0
522877329.2885906,1316368010.1617646,256307551.77591974,247108326.69767442,1991,363017667.0
522877329.2885906,1316368010.1617646,256307551.77591974,247108326.69767442,1991,363017667.0
522877329.2885906,1316368010.1617646,271437307.07537556,247108326.69767442,1991,363017667.0
522877329.2885906,1316368010.1617646,256307551.77591974,247108326.69767442,1991,363017667.0
522877329.2885906,1316368010.1617646,256307551.77591974,247108326.69767442,1991,363017667.0
522877329.2885906,1316368010.1617646,225584912.63059714,247108326.69767442,1991,363017667.0
107816160.86486487,95397952.36607456,105165458.50225225,115145616.99263352,1995,9857435.0
522877329.2885906,181061623.4879227,105165458.50225225,115145616.99263352,1998,288981698.0
139540245.09535453,113133505.39247312,105165458.50225225,115145616.99263352,1990,143108869.0
54621782.59210526,38618777.86940032,105165458.50225225,115145616.99263352,1994,17727017.0
107816160.86486487,66609780.68670294,105165458.50225225,115145616.99263352,2002,330754439.0
54621782.59210526,275605875.25,105165458.50225225,115145616.99263352,1995,46741467.0
139540245.09535453,275605875.25,105165458.50225225,115145616.99263352,2015,44480275.0
139540245.09535453,113133505.39247312,105165458.50225225,115145616.99263352,1997,193326632.0
54621782.59210526,181061623.4879227,105165458.50225225,115145616.99263352,1993,9156084.0
107816160.86486487,156173112.33335882,105165458.50225225,115145616.99263352,2012,660081224.0
107816160.86486487,95397952.36607456,105165458.50225225,115145616.99263352,1999,63354375.0
522877329.2885906,12783367.56401966,105165458.50225225,115145616.99263352,2009,35981010.0
139540245.09535453,113133505.39247312,105165458.50225225,115145616.99263352,1987,44024529.0
54621782.59210526,275605875.25,105165458.50225225,115145616.99263352,1994,103354194.0
107816160.86486487,66609780.68670294,105165458.50225225,115145616.99263352,2000,148208901.0
139540245.09535453,113133505.39247312,105165458.50225225,115145616.99263352,1987,353334607.0
139540245.09535453,12783367.56401966,105165458.50225225,115145616.99263352,2009,1563976.0
522877329.2885906,181061623.4879227,105165458.50225225,115145616.99263352,2011,203522177.0
522877329.2885906,95397952.36607456,105165458.50225225,115145616.99263352,2004,129164207.0
522877329.2885906,181061623.4879227,105165458.50225225,115145616.99263352,2003,66966883.0
107816160.86486487,95397952.36607456,105165458.50225225,115145616.99263352,1993,15970955.0
107816160.86486487,113133505.39247312,105165458.50225225,115145616.99263352,1992,4631720.0
54621782.59210526,275605875.25,105165458.50225225,115145616.99263352,1998,38766948.0
107816160.86486487,113133505.39247312,105165458.50225225,115145616.99263352,2003,185481530.0
294680234.74808055,113133505.39247312,105165458.50225225,115145616.99263352,2062,109581646.0
107816160.86486487,181061623.4879227,105165458.50225225,115145616.99263352,2016,232532923.0
139540245.09535453,113133505.39247312,105165458.50225225,115145616.99263352,1997,170406423.0
522877329.2885906,12783367.56401966,105165458.50225225,115145616.99263352,2006,12948025.0
107816160.86486487,113133505.39247312,105165458.50225225,115145616.99263352,1992,45741576.0
54621782.59210526,66609780.68670294,105165458.50225225,115145616.99263352,1997,3957025.0
54621782.59210526,113133505.39247312,105165458.50225225,115145616.99263352,1987,254414837.0
522877329.2885906,1316368010.1617646,105165458.50225225,115145616.99263352,2061,124841160.0
54621782.59210526,275605875.25,105165458.50225225,115145616.99263352,1989,40983414.0
54621782.59210526,275605875.25,105165458.50225225,115145616.99263352,1999,32007656.0
139540245.09535453,181061623.4879227,105165458.50225225,115145616.99263352,2015,123087120.0
139540245.09535453,113133505.39247312,105165458.50225225,115145616.99263352,1994,103798152.0
139540245.09535453,113133505.39247312,105165458.50225225,115145616.99263352,1986,48758184.0
139540245.09535453,38618777.86940032,105165458.50225225,115145616.99263352,1983,15136765.0
139540245.09535453,156173112.33335882,105165458.50225225,115145616.99263352,1991,93256673.0
54621782.59210526,113133505.39247312,105165458.50225225,115145616.99263352,1987,141592160.0
139540245.09535453,181061623.4879227,105165458.50225225,115145616.99263352,2007,267003525.0
107816160.86486487,156173112.33335882,105165458.50225225,115145616.99263352,1994,34048315.0
54621782.59210526,181061623.4879227,105165458.50225225,115145616.99263352,2006,64959548.0
139540245.09535453,275605875.25,105165458.50225225,115145616.99263352,2006,74398864.0
54621782.59210526,275605875.25,105165458.50225225,115145616.99263352,2002,18325463.0
139540245.09535453,181061623.4879227,105165458.50225225,115145616.99263352,1998,87906042.0
107816160.86486487,66609780.68670294,105165458.50225225,115145616.99263352,1991,57544453.0
139540245.09535453,275605875.25,105165458.50225225,115145616.99263352,1983,70669955.0
139540245.09535453,181061623.4879227,105165458.50225225,115145616.99263352,2009,134246932.0
54621782.59210526,275605875.25,105165458.50225225,115145616.99263352,1995,568342.0
54621782.59210526,275605875.25,105165458.50225225,115145616.99263352,2007,5637048.0
139540245.09535453,113133505.39247312,105165458.50225225,115145616.99263352,1993,140392731.0
139540245.09535453,181061623.4879227,105165458.50225225,115145616.99263352,2016,77042381.0
139540245.09535453,181061623.4879227,105165458.50225225,115145616.99263352,1981,48517980.0
139540245.09535453,181061623.4879227,105165458.50225225,115145616.99263352,2008,166277038.0
54621782.59210526,275605875.25,105165458.50225225,115145616.99263352,1999,47794214.0
139540245.09535453,113133505.39247312,105165458.50225225,115145616.99263352,1994,21576332.0
54621782.59210526,156173112.33335882,105165458.50225225,115145616.99263352,1996,255702705.0
107816160.86486487,95397952.36607456,105165458.50225225,115145616.99263352,1990,59679131.0
107816160.86486487,156173112.33335882,105165458.50225225,115145616.99263352,2011,90848019.0
139540245.09535453,181061623.4879227,105165458.50225225,115145616.99263352,1995,25981285.0
139540245.09535453,181061623.4879227,105165458.50225225,115145616.99263352,1980,34472116.0
522877329.2885906,12783367.56401966,105165458.50225225,115145616.99263352,2011,16401551.0
522877329.2885906,181061623.4879227,105165458.50225225,115145616.99263352,2009,34509545.0
139540245.09535453,1316368010.1617646,105165458.50225225,115145616.99263352,2014,130894237.0
522877329.2885906,181061623.4879227,105165458.50225225,115145616.99263352,2003,518148559.0
139540245.09535453,275605875.25,105165458.50225225,115145616.99263352,1988,9772655.0
139540245.09535453,95397952.36607456,105165458.50225225,115145616.99263352,2014,55961409.0
107816160.86486487,156173112.33335882,105165458.50225225,115145616.99263352,2001,295705112.0
107816160.86486487,181061623.4879227,105165458.50225225,115145616.99263352,2007,379129960.0
54621782.59210526,66609780.68670294,105165458.50225225,115145616.99263352,1994,40804816.0
54621782.59210526,113133505.39247312,105165458.50225225,115145616.99263352,1997,53693680.0
139540245.09535453,181061623.4879227,105165458.50225225,115145616.99263352,1989,16653473.0
107816160.86486487,275605875.25,105165458.50225225,115145616.99263352,1996,111792852.0
522877329.2885906,181061623.4879227,105165458.50225225,115145616.99263352,2013,278395641.0
54621782.59210526,275605875.25,105165458.50225225,115145616.99263352,2013,3374251.0
107816160.86486487,275605875.25,105165458.50225225,115145616.99263352,1996,16482589.0
107816160.86486487,275605875.25,105165458.50225225,115145616.99263352,2002,9909094.0
107816160.86486487,275605875.25,105165458.50225225,115145616.99263352,1992,24950752.0
139540245.09535453,113133505.39247312,105165458.50225225,115145616.99263352,2003,59743191.0
107816160.86486487,113133505.39247312,105165458.50225225,115145616.99263352,1998,13608633.0
107816160.86486487,275605875.25,105165458.50225225,115145616.99263352,2001,25214223.0
139540245.09535453,113133505.39247312,105165458.50225225,115145616.99263352,1987,72853569.0
139540245.09535453,113133505.39247312,105165458.50225225,115145616.99263352,2007,111010758.0
139540245.09535453,113133505.39247312,105165458.50225225,115145616.99263352,1984,157057661.0
139540245.09535453,113133505.39247312,105165458.50225225,115145616.99263352,1988,316250084.0
107816160.86486487,275605875.25,105165458.50225225,115145616.99263352,2016,12545979.0
107816160.86486487,156173112.33335882,105165458.50225225,115145616.99263352,2006,70801353.0
139540245.09535453,181061623.4879227,256307551.77591974,197296735.91111112,2063,153870834.0
139540245.09535453,181061623.4879227,256307551.77591974,197296735.91111112,2063,153870834.0
139540245.09535453,181061623.4879227,256307551.77591974,197296735.91111112,2063,153870834.0
139540245.09535453,181061623.4879227,256307551.77591974,197296735.91111112,2063,153870834.0
139540245.09535453,181061623.4879227,513542926.97261256,197296735.91111112,2063,153870834.0
139540245.09535453,181061623.4879227,256307551.77591974,197296735.91111112,2063,153870834.0
139540245.09535453,181061623.4879227,256307551.77591974,197296735.91111112,2063,153870834.0
139540245.09535453,181061623.4879227,256307551.77591974,197296735.91111112,2063,153870834.0
139540245.09535453,181061623.4879227,256307551.77591974,197296735.91111112,2063,153870834.0
139540245.09535453,181061623.4879227,256307551.77591974,197296735.91111112,2063,153870834.0
139540245.09535453,275605875.25,105165458.50225225,115145616.99263352,1995,157508868.0
522877329.2885906,181061623.4879227,256307551.77591974,55800076.81585296,1990,55796728.0
522877329.2885906,181061623.4879227,147718134.97123885,55800076.81585296,1990,55796728.0
522877329.2885906,181061623.4879227,256307551.77591974,55800076.81585296,1990,55796728.0
522877329.2885906,181061623.4879227,256307551.77591974,55800076.81585296,1990,55796728.0
522877329.2885906,181061623.4879227,256307551.77591974,55800076.81585296,1990,55796728.0
522877329.2885906,181061623.4879227,256307551.77591974,55800076.81585296,1990,55796728.0
522877329.2885906,181061623.4879227,250879735.14789778,55800076.81585296,1990,55796728.0
522877329.2885906,181061623.4879227,225584912.63059714,55800076.81585296,1990,55796728.0
522877329.2885906,181061623.4879227,256307551.77591974,55800076.81585296,1990,55796728.0
522877329.2885906,181061623.4879227,256307551.77591974,55800076.81585296,1990,55796728.0
522877329.2885906,181061623.4879227,256307551.77591974,55800076.81585296,1990,55796728.0
522877329.2885906,181061623.4879227,256307551.77591974,55800076.81585296,1990,55796728.0
139540245.09535453,275605875.25,105165458.50225225,115145616.99263352,1996,91076877.0
107816160.86486487,275605875.25,105165458.50225225,115145616.99263352,1992,14841352.0
139540245.09535453,113133505.39247312,105165458.50225225,115145616.99263352,1983,11519089.0
139540245.09535453,113133505.39247312,105165458.50225225,115145616.99263352,2004,39816568.0
139540245.09535453,181061623.4879227,105165458.50225225,115145616.99263352,2004,32585356.0
54621782.59210526,275605875.25,105165458.50225225,115145616.99263352,1989,39884640.0
522877329.2885906,181061623.4879227,105165458.50225225,115145616.99263352,1995,370409631.0
107816160.86486487,156173112.33335882,105165458.50225225,115145616.99263352,2010,96971361.0
107816160.86486487,113133505.39247312,105165458.50225225,115145616.99263352,1996,59828966.0
139540245.09535453,181061623.4879227,105165458.50225225,115145616.99263352,1994,18083994.0
107816160.86486487,181061623.4879227,105165458.50225225,115145616.99263352,1996,19509726.0
107816160.86486487,66609780.68670294,105165458.50225225,115145616.99263352,2007,25202168.0
54621782.59210526,66609780.68670294,105165458.50225225,115145616.99263352,1993,46064723.0
139540245.09535453,181061623.4879227,105165458.50225225,115145616.99263352,1995,47809421.0
522877329.2885906,12783367.56401966,105165458.50225225,115145616.99263352,2003,23803108.0
139540245.09535453,113133505.39247312,105165458.50225225,115145616.99263352,1991,19149495.0
139540245.09535453,181061623.4879227,105165458.50225225,115145616.99263352,2016,55483770.0
139540245.09535453,156173112.33335882,105165458.50225225,115145616.99263352,1982,77184895.0
54621782.59210526,275605875.25,105165458.50225225,115145616.99263352,1998,1409943.0
107816160.86486487,113133505.39247312,105165458.50225225,115145616.99263352,2013,31787136.0
139540245.09535453,275605875.25,105165458.50225225,115145616.99263352,1989,22740861.0
139540245.09535453,113133505.39247312,105165458.50225225,115145616.99263352,1989,15233465.0
139540245.09535453,181061623.4879227,105165458.50225225,115145616.99263352,1995,45911517.0
107816160.86486487,95397952.36607456,105165458.50225225,115145616.99263352,2000,57925202.0
54621782.59210526,76568523.9113867,105165458.50225225,115145616.99263352,1997,51579764.0
54621782.59210526,113133505.39247312,105165458.50225225,115145616.99263352,1993,29968953.0
522877329.2885906,181061623.4879227,256307551.77591974,115145616.99263352,2009,116316457.0
522877329.2885906,181061623.4879227,256307551.77591974,115145616.99263352,2009,116316457.0
522877329.2885906,181061623.4879227,256307551.77591974,115145616.99263352,2009,116316457.0
522877329.2885906,181061623.4879227,177985870.74811628,115145616.99263352,2009,116316457.0
522877329.2885906,181061623.4879227,161449267.21481928,115145616.99263352,2009,116316457.0
522877329.2885906,181061623.4879227,256307551.77591974,115145616.99263352,2009,116316457.0
522877329.2885906,181061623.4879227,105165458.50225225,115145616.99263352,2009,116316457.0
522877329.2885906,181061623.4879227,921982800.5267122,115145616.99263352,2009,116316457.0
522877329.2885906,181061623.4879227,256307551.77591974,115145616.99263352,2009,116316457.0
522877329.2885906,181061623.4879227,188760683.6127485,115145616.99263352,2009,116316457.0
522877329.2885906,181061623.4879227,256307551.77591974,115145616.99263352,2009,116316457.0
522877329.2885906,181061623.4879227,256307551.77591974,115145616.99263352,2009,116316457.0
522877329.2885906,181061623.4879227,256307551.77591974,115145616.99263352,2009,116316457.0
522877329.2885906,181061623.4879227,256307551.77591974,115145616.99263352,2009,116316457.0
522877329.2885906,181061623.4879227,256307551.77591974,115145616.99263352,2009,116316457.0
522877329.2885906,181061623.4879227,709298378.4903533,115145616.99263352,2009,116316457.0
522877329.2885906,181061623.4879227,256307551.77591974,115145616.99263352,2009,116316457.0
522877329.2885906,181061623.4879227,256307551.77591974,115145616.99263352,2009,116316457.0
54621782.59210526,275605875.25,105165458.50225225,115145616.99263352,1991,31167691.0
139540245.09535453,156173112.33335882,105165458.50225225,115145616.99263352,1994,24267154.0
107816160.86486487,181061623.4879227,105165458.50225225,115145616.99263352,1993,6554384.0
139540245.09535453,275605875.25,105165458.50225225,115145616.99263352,2006,5512647.0
139540245.09535453,275605875.25,105165458.50225225,115145616.99263352,1984,21075000.0
107816160.86486487,113133505.39247312,105165458.50225225,115145616.99263352,2002,10537188.0
107816160.86486487,275605875.25,105165458.50225225,115145616.99263352,2012,13165822.0
139540245.09535453,181061623.4879227,105165458.50225225,115145616.99263352,2011,22741603.0
54621782.59210526,113133505.39247312,105165458.50225225,115145616.99263352,1994,19116981.0
54621782.59210526,113133505.39247312,105165458.50225225,115145616.99263352,1999,106921374.0
54621782.59210526,275605875.25,105165458.50225225,115145616.99263352,2003,2194759.0
139540245.09535453,113133505.39247312,105165458.50225225,115145616.99263352,2001,25749730.0
54621782.59210526,275605875.25,105165458.50225225,115145616.99263352,1995,20075033.0
139540245.09535453,113133505.39247312,105165458.50225225,115145616.99263352,1996,43713554.0
139540245.09535453,181061623.4879227,105165458.50225225,115145616.99263352,2009,329336681.0
54621782.59210526,181061623.4879227,105165458.50225225,115145616.99263352,1993,73914543.0
139540245.09535453,95397952.36607456,105165458.50225225,115145616.99263352,1987,68181300.0
54621782.59210526,275605875.25,105165458.50225225,115145616.99263352,2007,8779196.0
522877329.2885906,1316368010.1617646,709298378.4903533,2174168363.498987,2040,2187090808.0
522877329.2885906,1316368010.1617646,921982800.5267122,2174168363.498987,2040,2187090808.0
522877329.2885906,1316368010.1617646,1667823214.7137084,2174168363.498987,2040,2187090808.0
522877329.2885906,1316368010.1617646,1667823214.7137084,2174168363.498987,2040,2187090808.0
522877329.2885906,1316368010.1617646,105165458.50225225,2174168363.498987,2040,2187090808.0
522877329.2885906,1316368010.1617646,921982800.5267122,2174168363.498987,2040,2187090808.0
54621782.59210526,156173112.33335882,105165458.50225225,115145616.99263352,1995,177102077.0
54621782.59210526,156173112.33335882,105165458.50225225,115145616.99263352,1996,259807820.0
54621782.59210526,95397952.36607456,105165458.50225225,115145616.99263352,1990,356389765.0
139540245.09535453,113133505.39247312,105165458.50225225,115145616.99263352,1999,161610341.0
522877329.2885906,181061623.4879227,105165458.50225225,114479150.84303683,2011,28375869.0
522877329.2885906,181061623.4879227,105165458.50225225,115145616.99263352,2000,71228678.0
139540245.09535453,113133505.39247312,105165458.50225225,115145616.99263352,1995,34245779.0
139540245.09535453,113133505.39247312,105165458.50225225,115145616.99263352,1991,127571325.0
139540245.09535453,156173112.33335882,105165458.50225225,115145616.99263352,1981,0.0
139540245.09535453,113133505.39247312,105165458.50225225,115145616.99263352,2003,105775678.0
139540245.09535453,113133505.39247312,105165458.50225225,115145616.99263352,2005,67096891.0
139540245.09535453,1316368010.1617646,256307551.77591974,115145616.99263352,2071,91305448.0
139540245.09535453,1316368010.1617646,256307551.77591974,115145616.99263352,2071,91305448.0
139540245.09535453,1316368010.1617646,135681348.3185353,115145616.99263352,2071,91305448.0
139540245.09535453,1316368010.1617646,135681348.3185353,115145616.99263352,2071,91305448.0
522877329.2885906,181061623.4879227,256307551.77591974,115145616.99263352,2005,23801835.0
54621782.59210526,65413799.237607114,105165458.50225225,115145616.99263352,2003,81547672.0
139540245.09535453,66609780.68670294,105165458.50225225,115145616.99263352,1988,26062188.0
139540245.09535453,113133505.39247312,105165458.50225225,115145616.99263352,1998,7829877.0
522877329.2885906,12783367.56401966,105165458.50225225,115145616.99263352,2016,7895708.0
139540245.09535453,113133505.39247312,105165458.50225225,115145616.99263352,1992,283583472.0
139540245.09535453,181061623.4879227,105165458.50225225,115145616.99263352,2015,12429583.0
139540245.09535453,181061623.4879227,105165458.50225225,197296735.91111112,1977,0.0
107816160.86486487,275605875.25,105165458.50225225,115145616.99263352,1994,50840394.0
139540245.09535453,95397952.36607456,105165458.50225225,115145616.99263352,1995,157082900.0
139540245.09535453,113133505.39247312,105165458.50225225,115145616.99263352,2008,128039679.0
139540245.09535453,181061623.4879227,105165458.50225225,115145616.99263352,2005,381557539.0
54621782.59210526,275605875.25,105165458.50225225,115145616.99263352,1999,56595842.0
107816160.86486487,275605875.25,105165458.50225225,115145616.99263352,2006,84078780.0
54621782.59210526,275605875.25,105165458.50225225,115145616.99263352,1997,88467531.0
139540245.09535453,113133505.39247312,105165458.50225225,115145616.99263352,1991,47181395.0
139540245.09535453,113133505.39247312,105165458.50225225,115145616.99263352,1998,119185667.0
54621782.59210526,181061623.4879227,105165458.50225225,115145616.99263352,2007,12985302.0
107816160.86486487,65413799.237607114,105165458.50225225,115145616.99263352,2013,92597388.0
522877329.2885906,181061623.4879227,105165458.50225225,115145616.99263352,2001,416073179.0
107816160.86486487,156173112.33335882,105165458.50225225,115145616.99263352,2002,62480631.0
139540245.09535453,275605875.25,105165458.50225225,115145616.99263352,1983,3223725.0
139540245.09535453,181061623.4879227,191258768.89508426,215440840.34582853,2000,215438985.0
139540245.09535453,181061623.4879227,256307551.77591974,215440840.34582853,2000,215438985.0
139540245.09535453,181061623.4879227,256307551.77591974,215440840.34582853,2000,215438985.0
139540245.09535453,181061623.4879227,256307551.77591974,215440840.34582853,2000,215438985.0
139540245.09535453,181061623.4879227,229459386.52791464,215440840.34582853,2000,215438985.0
139540245.09535453,181061623.4879227,256307551.77591974,215440840.34582853,2000,215438985.0
